SDSS_name,objID,NL_pred,env_label
SDSS J231137.63+150443.8,1237652944243917072,0.97,
SDSS J233822.04+153821.1,1237656496722018488,0.97,
SDSS J121446.48+521903.0,1237657856610926661,0.97,F
SDSS J161531.69+425623.0,1237659326564401381,0.94,
SDSS J011623.61+002644.8,1237663784742617217,0.85,
SDSS J111240.67+252952.6,1237667429031346219,0.99,V
SDSS J133519.91+072807.5,1237671992949407904,0.98,C
SDSS J103156.50+030454.2,1237651755074453650,0.98,Sh
SDSS J230909.07-005218.1,1237656906349543547,0.99,
SDSS J144318.57-011512.4,1237655499745722593,0.97,
SDSS J151305.75+543116.6,1237655464852717724,0.95,F
SDSS J074231.57+273818.8,1237657118940594396,0.96,
SDSS J104951.04+395216.5,1237661382778552451,0.85,C
SDSS J090128.45+311433.1,1237661383842005118,0.92,V
SDSS J114746.80+362615.5,1237664337179312176,0.88,F
SDSS J110538.73+304959.2,1237665329845436420,0.89,F
SDSS J085954.46+203559.7,1237667254532636743,0.98,Sh
SDSS J114747.44+184309.6,1237668292302471281,0.93,F
SDSS J141143.20+004312.4,1237674604289720412,0.92,F
SDSS J160907.26+215203.8,1237665232668459243,0.97,
SDSS J101929.21+275304.9,1237665367428169840,0.98,C
SDSS J075759.95+263008.7,1237658192144564361,0.98,
SDSS J113540.82+224907.7,1237667736115019861,0.95,F
SDSS J124329.22+170100.8,1237668589725483262,0.96,F
SDSS J142529.44-010358.2,1237648702980882675,0.93,
SDSS J080217.05+402526.1,1237653588481540142,0.93,
SDSS J092221.41+533624.7,1237654381978845196,0.98,Sh
SDSS J103916.17+052913.7,1237654602641440803,0.98,F
SDSS J134529.21+611608.5,1237655465383755937,0.85,
SDSS J082953.73+373436.4,1237657118409883896,0.99,F
SDSS J105921.94+563619.1,1237657612873236553,0.94,C
SDSS J135535.16+264140.7,1237665533320298533,0.86,Sh
SDSS J081018.22+145010.3,1237667253989998765,0.87,
SDSS J125105.61+274817.6,1237667323796914200,0.98,Sh
SDSS J134519.03+202341.2,1237667781769756735,0.98,F
SDSS J132643.48+303024.0,1237665225701130346,0.99,F
SDSS J123736.78+333654.6,1237665228380831815,0.98,F
SDSS J090532.59+020221.9,1237653665252901100,0.88,F
SDSS J154555.53+352947.7,1237661465986400503,0.99,
SDSS J145802.72+342059.1,1237662305656439014,0.96,F
SDSS J155936.29+191251.4,1237665372259811366,0.96,
SDSS J130546.48+325022.3,1237665331467190372,0.97,F
SDSS J112630.92+205244.4,1237667781218664523,0.86,F
SDSS J091525.96+550334.6,1237651190286647403,0.96,C
SDSS J160950.02+153554.7,1237665531724169735,0.85,
SDSS J133538.77-005512.1,1237648720167436388,0.91,
SDSS J120702.92+584943.6,1237655106766635029,0.92,Sh
SDSS J121452.41+591953.1,1237658609292935181,0.93,C
SDSS J122205.86+115352.9,1237658629157814379,0.99,F
SDSS J133541.90+235603.0,1237667911674560784,0.91,Sh
SDSS J100811.13+141607.0,1237671260669870314,0.98,Sh
SDSS J112221.22+083649.5,1237658491201519651,0.89,Sh
SDSS J150048.07+092317.4,1237662198819389598,0.98,F
SDSS J111647.75+383510.6,1237662224599023716,0.97,Sh
SDSS J133411.66+371930.7,1237662223537078284,0.9,Sh
SDSS J141345.94+340216.1,1237664673259323482,0.9,Sh
SDSS J130921.74+305522.1,1237665225699491843,0.87,Sh
SDSS J130619.87+325825.9,1237665331467190342,0.89,F
SDSS J080059.63+153729.1,1237667142858113053,0.85,
SDSS J115821.92+225031.1,1237667783369424942,0.98,F
SDSS J114103.60+014331.7,1237651752934506550,0.99,Sh
SDSS J120245.22+584854.9,1237655106766372898,0.98,F
SDSS J033418.86+010100.4,1237660241925832875,0.86,
SDSS J131140.40+442125.9,1237661872944447546,0.94,C
SDSS J161907.94+403024.3,1237665356159123605,0.94,
SDSS J101433.62+291906.7,1237665369575391271,0.91,F
SDSS J033408.30+010853.5,1237666302167613618,0.97,
SDSS J130009.14+275159.3,1237667444048724108,0.89,F
SDSS J100044.68+031624.1,1237654600489697522,0.97,F
SDSS J110432.65+085503.9,1237660613435129905,0.98,F
SDSS J152137.48+051501.3,1237662267538276539,0.86,C
SDSS J101706.82+093622.5,1237658493878861951,0.97,F
SDSS J123440.01+220152.5,1237667734510370823,0.98,F
SDSS J110434.86+200450.1,1237668290698936390,0.89,Sh
SDSS J030110.66-073459.7,1237652900767727653,0.86,
SDSS J144855.41+550432.2,1237659150995816467,0.88,F
SDSS J123004.07+554435.6,1237657591397744759,0.98,F
SDSS J084212.40+423715.0,1237657608037925047,0.89,Sh
SDSS J080932.21+261700.2,1237660343389454464,0.87,
SDSS J120525.11+153051.6,1237661070335410203,0.98,V
SDSS J103044.57+400327.0,1237661384387657897,0.86,F
SDSS J124205.59+431133.2,1237662195602030672,0.97,C
SDSS J112342.75+360859.7,1237664818209488979,0.96,F
SDSS J144353.68+252438.9,1237665429173764188,0.95,Sh
SDSS J103657.53+272305.6,1237667254005858448,0.95,V
SDSS J120508.31+144311.0,1237661069261668415,0.97,F
SDSS J114117.42+204953.1,1237667917027016764,0.93,F
SDSS J212300.88+061308.7,1237678853622661780,0.98,
SDSS J152750.54+552613.3,1237651250972852227,0.87,Sh
SDSS J133425.22+460930.4,1237661361835278534,0.92,Sh
SDSS J130329.95+612957.9,1237655369290350636,0.94,
SDSS J154023.83+013654.9,1237655469138706790,0.97,
SDSS J105953.54+302658.8,1237665367969038421,0.97,V
SDSS J152024.55-001330.8,1237648704060653764,0.99,
SDSS J205433.28-000709.1,1237663543138845282,0.97,
SDSS J150203.38+182934.5,1237665565001187425,0.91,F
SDSS J081423.87+094729.8,1237671262805098552,0.96,
SDSS J083427.67+420019.9,1237657595689500857,0.94,Sh
SDSS J111729.78+512414.1,1237657856606994533,0.85,F
SDSS J125822.15+280907.6,1237667324334440637,0.94,C
SDSS J123625.55+095452.0,1237662237468197001,0.96,Sh
SDSS J093925.89+664116.6,1237663916274286770,0.96,
SDSS J121028.85+312429.5,1237665328777723957,0.97,V
SDSS J103543.31+293530.9,1237665368503615608,0.98,V
SDSS J145125.94+185433.5,1237667736135008423,0.97,Sh
SDSS J144915.17+163903.0,1237668298756522275,0.99,F
SDSS J093928.61+160656.2,1237670965924528225,0.97,F
SDSS J142117.39+353033.8,1237662224615014522,0.98,F
SDSS J105827.14+241145.7,1237667538550259801,0.97,Sh
SDSS J114940.12+185310.7,1237667914343448663,0.99,F
SDSS J165315.13+642834.5,1237671940877451328,0.86,
SDSS J142436.58+043333.0,1237654880737558670,0.86,F
SDSS J074812.91+281330.4,1237657118404313153,0.98,
SDSS J084123.49+362310.6,1237657774466924604,0.97,Sh
SDSS J095753.36+093007.3,1237660669278617665,0.97,F
SDSS J111347.39+453223.6,1237661356465651772,0.92,V
SDSS J134541.34+220313.8,1237667783917174813,0.99,C
SDSS J134803.90+181746.7,1237668297676357849,0.97,F
SDSS J150543.79+562332.7,1237671767461265510,0.9,F
SDSS J020949.31-074656.7,1237679437739655177,0.89,
SDSS J083611.14+523107.4,1237651271887290597,0.98,Sh
SDSS J125450.13+100703.1,1237662238007033941,0.96,V
SDSS J155448.50+275137.1,1237662340012179633,0.94,
SDSS J094740.16+013600.5,1237651753458991198,0.98,F
SDSS J113950.91+202341.7,1237667916489949433,0.94,C
SDSS J153636.52+014804.8,1237655469138313444,0.97,Sh
SDSS J090528.84+512448.8,1237654381977337902,0.92,F
SDSS J082814.20+462802.3,1237653588484882667,0.94,Sh
SDSS J122641.38+301424.2,1237667254553346110,0.94,Sh
SDSS J014143.18+134032.8,1237653651308871769,0.9,
SDSS J091720.10+442217.0,1237657400808833194,0.86,F
SDSS J113405.58+363624.5,1237664337715003402,0.98,F
SDSS J132122.24+255703.6,1237667322189316234,0.89,F
SDSS J111457.10+215120.6,1237667782828163087,0.97,F
SDSS J162926.76+382509.8,1237659329778876577,0.95,
SDSS J092050.60+263936.6,1237665098462593132,0.99,F
SDSS J141605.64+320751.3,1237665129091432579,0.95,Sh
SDSS J133216.54+261614.1,1237665531707523087,0.94,Sh
SDSS J125725.24+272416.4,1237667443511591044,0.97,Sh
SDSS J155322.11+094208.4,1237668330962223432,0.87,
SDSS J102843.06+395019.8,1237661139035095076,0.87,F
SDSS J144944.83+504239.2,1237661386533896222,0.98,V
SDSS J104427.89+365856.7,1237664667900444798,0.86,F
SDSS J102310.43+175745.8,1237668289620803614,0.92,V
SDSS J141550.72+602834.9,1237655371441635353,0.97,
SDSS J225852.40-004255.5,1237660025033916612,0.85,
SDSS J025546.90-000614.9,1237660339089965226,0.89,
SDSS J092915.75+624052.9,1237663529728278610,0.85,
SDSS J082810.65+554244.6,1237663530797498424,0.96,F
SDSS J130950.99+062612.8,1237661974405120127,0.99,F
SDSS J112114.08+395402.7,1237664669514399786,0.95,F
SDSS J110602.73+204257.2,1237667781753438291,0.92,F
SDSS J131043.02+171155.3,1237668590265237565,0.94,F
SDSS J140816.54+580601.0,1237659146705698884,0.85,F
SDSS J155343.05+352604.9,1237662474228597076,0.97,
SDSS J122247.80+390110.7,1237664667372093516,0.96,Sh
SDSS J135307.77+341811.1,1237664852030980132,0.96,F
SDSS J142108.12+303748.7,1237665101674577929,0.99,Sh
SDSS J152837.45+582324.2,1237671767462838584,0.9,Sh
SDSS J131206.97+673011.7,1237651273513304133,0.96,
SDSS J004010.55-102626.1,1237652946919358473,0.91,
SDSS J134034.99+050655.9,1237655126092021772,0.98,F
SDSS J222239.65-095951.6,1237656536975605908,0.98,
SDSS J165355.08+245331.8,1237662301377921565,0.9,
SDSS J100628.63+273314.1,1237665367963795576,0.95,Sh
SDSS J135413.83+263933.6,1237665533320232963,0.86,Sh
SDSS J093541.30+011347.4,1237651752920809621,0.91,Sh
SDSS J121659.69+095537.0,1237662237466099967,0.94,V
SDSS J112052.04+312736.5,1237665368507941002,0.96,F
SDSS J113100.25+251316.2,1237667551422054514,0.89,F
SDSS J130508.00+204614.5,1237667917035602011,0.95,F
SDSS J105036.77-004951.9,1237674649384255499,0.97,
SDSS J213049.81+115444.8,1237652944233169396,0.99,
SDSS J214259.41-005630.2,1237657189816467865,0.92,
SDSS J111045.45+094317.0,1237658492810887239,0.88,Sh
SDSS J105300.22+453905.1,1237660635997601834,0.96,V
SDSS J074915.57+191021.1,1237661125070815731,0.95,
SDSS J131603.32+070450.5,1237661975479517374,0.93,F
SDSS J124351.36+110254.0,1237662239079596212,0.97,F
SDSS J134055.44+385224.0,1237664295834091540,0.87,F
SDSS J134251.14+212622.2,1237667735590994114,0.99,Sh
SDSS J100710.17+185702.1,1237667735032103006,0.93,Sh
SDSS J015024.14+330009.4,1237678893891781080,0.99,
SDSS J103050.66+541651.0,1237657611797463108,0.97,C
SDSS J104643.66+105802.4,1237661949170811004,0.97,C
SDSS J153101.13+321332.0,1237662307270131906,0.98,F
SDSS J083138.21+510643.7,1237651252558823433,0.97,F
SDSS J143127.52+032503.9,1237651821636485310,0.96,Sh
SDSS J074939.96+285644.2,1237657606419775658,0.93,
SDSS J111750.56+604446.4,1237655368747909256,0.95,
SDSS J123225.88+441101.1,1237661871867691027,0.91,F
SDSS J075744.23+400119.8,1237653589018017956,0.89,
SDSS J113822.95+203130.4,1237667916489818175,0.98,F
SDSS J105001.68+181718.5,1237668293370183854,0.91,F
SDSS J110216.80+442006.5,1237661874008162450,0.95,F
SDSS J095558.80+340211.6,1237664668432859140,0.98,Sh
SDSS J100330.10+075017.6,1237660583369900096,0.98,Sh
SDSS J135455.85+194653.0,1237667733981757459,0.98,F
SDSS J095409.38+244825.4,1237667254001533048,0.94,Sh
SDSS J153907.86+140123.0,1237668365311934602,0.91,V
SDSS J114620.18+241627.3,1237667549812949140,0.91,F
SDSS J154325.55+333005.1,1237661463302373452,0.98,
SDSS J093410.88+305657.9,1237664091831140578,0.97,F
SDSS J170059.53+242559.0,1237659152612851800,0.86,
SDSS J151812.56+454636.1,1237659132749807853,0.97,Sh
SDSS J102545.09+012613.2,1237651752926249022,0.92,Sh
SDSS J130434.73+565907.0,1237661387063492668,0.96,V
SDSS J131709.38+270441.0,1237667443513491520,0.9,F
SDSS J083904.17+502645.7,1237651250948276298,0.94,F
SDSS J111930.81+271149.2,1237667323788001348,0.95,F
SDSS J080940.31+064109.0,1237661069236175388,0.96,
SDSS J114642.93+152517.7,1237661070333444196,0.87,C
SDSS J125925.78-021454.4,1237650371025305639,0.97,
SDSS J113725.08+234948.3,1237667910588956799,0.95,Sh
SDSS J095410.94+194401.4,1237667536932896872,0.95,Sh
SDSS J083111.86+404740.0,1237657595152105492,0.94,C
SDSS J090547.34+364643.2,1237660636524839059,0.94,F
