SDSS_name,objID,L_pred
SDSS J155939.67+332700.2,1237661465987907705,0.77
SDSS J102341.22+415512.0,1237661851996979457,0.53
SDSS J132105.22+422655.6,1237661968508780612,0.73
SDSS J123452.13+145841.4,1237662525767417917,0.59
SDSS J073132.00+452533.0,1237663917872972329,0.67
SDSS J103751.81+334850.1,1237664877809107013,0.68
SDSS J011718.19-100756.7,1237652946923356305,0.5
SDSS J085951.79+494610.6,1237653612109037665,0.84
SDSS J121058.75+431457.8,1237662195599540321,0.74
SDSS J211318.75-000955.0,1237663543140876807,0.82
SDSS J075302.10+530123.1,1237663789029261415,0.67
SDSS J121333.02+142900.1,1237664289927725271,0.6
SDSS J122921.22+144721.5,1237664290466300056,0.62
SDSS J092056.12+300759.6,1237664667892318324,0.66
SDSS J145313.95+231847.6,1237665533326262453,0.52
SDSS J132336.84+062424.3,1237661970655609043,0.76
SDSS J130340.80+512942.2,1237662301355704382,0.74
SDSS J110826.30+361036.4,1237664338249580555,0.83
SDSS J134517.15+052229.4,1237664816062267523,0.74
SDSS J152352.73+233251.2,1237665372792553640,0.8
SDSS J111250.41+280414.2,1237667252935590043,0.53
SDSS J115039.48+205426.3,1237667917027934397,0.71
SDSS J162850.16+395006.3,1237655471820701754,0.79
SDSS J133813.04+324922.3,1237665024375390286,0.77
SDSS J125446.39+352417.8,1237665025981939726,0.53
SDSS J092004.33+270322.7,1237665098999464160,0.5
SDSS J120615.62+315804.2,1237665226230464614,0.68
SDSS J154255.20+220745.1,1237665373331456245,0.75
SDSS J074457.44+285539.0,1237657119478055255,0.59
SDSS J144021.39+232913.3,1237665532251210037,0.55
SDSS J105729.50+233522.6,1237667538013257850,0.81
SDSS J120612.10+211334.3,1237667781222727796,0.6
SDSS J132639.91+195640.7,1237668272971841620,0.59
SDSS J110357.74+135901.8,1237661069255180430,0.57
SDSS J153959.89+442757.5,1237661386538483870,0.72
SDSS J164152.24+244409.2,1237661464919736636,0.65
SDSS J110403.22+433216.2,1237661872934486174,0.81
SDSS J154003.77+083023.2,1237661950276141095,0.84
SDSS J074225.14+453057.3,1237663915725881595,0.84
